Department,Department Name,Division,Gender,Base Salary,Grade
HHS,Department of Health and Human Services,Services to End and Prevent Homelessness Division,F,82480.45,21
HHS,Department of Health and Human Services,Office of Eligibility and Support Services,M,99852,23
HHS,Department of Health and Human Services,Behavioral Health and Crisis Services Division,F,109761,25
HHS,Department of Health and Human Services,Office of Eligibility and Support Services,F,75290,17
HHS,Department of Health and Human Services,Behavioral Health and Crisis Services Division,F,78902,18
HHS,Department of Health and Human Services,Chief Operating Officer Division,F,109761,25
HHS,Department of Health and Human Services,Chief Operating Officer Division,M,144751,M3
HHS,Department of Health and Human Services,Services to End and Prevent Homelessness Division,F,75290,17
HHS,Department of Health and Human Services,Chief Operating Officer Division,F,108530.76,25
HHS,Department of Health and Human Services,Chief Operating Officer Division,F,90515.39,23
HHS,Department of Health and Human Services,Chief Operating Officer Division,M,71852,16
HHS,Department of Health and Human Services,Aging & Disability Services Division,F,53889,16
HHS,Department of Health and Human Services,Office of Eligibility and Support Services,F,71852,16
HHS,Department of Health and Human Services,Child Welfare Services,F,109761,25
HHS,Department of Health and Human Services,Chief Operating Officer Division,M,63238.58,16
HHS,Department of Health and Human Services,Office of Eligibility and Support Services,F,71852,16
HHS,Department of Health and Human Services,Behavioral Health and Crisis Services Division,M,99852,23
HHS,Department of Health and Human Services,Child Welfare Services,F,62488,13
HHS,Department of Health and Human Services,Adult Foster Care - Project Home,F,71852,16
HHS,Department of Health and Human Services,Chief Operating Officer Division,F,99852,23
HHS,Department of Health and Human Services,School Health Services,F,62488,13
HHS,Department of Health and Human Services,Aging & Disability Services Division,F,109761,25
HHS,Department of Health and Human Services,Child Welfare Services,F,71945.67,21
HHS,Department of Health and Human Services,Aging & Disability Services Division,F,67608.15,16
HHS,Department of Health and Human Services,Public Health Services Division,F,167345,M2
HHS,Department of Health and Human Services,Office of Eligibility and Support Services,M,56236.74,16
HHS,Department of Health and Human Services,Chief Operating Officer Division,F,62488,13
HHS,Department of Health and Human Services,Chief Operating Officer Division,F,128186.45,M3
HHS,Department of Health and Human Services,Aging & Disability Services Division,M,85566.03,20
HHS,Department of Health and Human Services,Services to End and Prevent Homelessness Division,F,74741.36,20
HHS,Department of Health and Human Services,Aging & Disability Services Division,M,96347.13,23
HHS,Department of Health and Human Services,Behavioral Health and Crisis Services Division,F,144751,M3
HHS,Department of Health and Human Services,Chief Operating Officer Division,M,84666.74,21
HHS,Department of Health and Human Services,Chief Operating Officer Division,F,109761,25
HHS,Department of Health and Human Services,Aging & Disability Services Division,M,109761,25
HHS,Department of Health and Human Services,Aging & Disability Services Division,F,62488,13
HHS,Department of Health and Human Services,Aging & Disability Services Division,F,78902,18
HHS,Department of Health and Human Services,Behavioral Health and Crisis Services Division,F,62488,13
HHS,Department of Health and Human Services,Chief Operating Officer Division,F,109761,25
HHS,Department of Health and Human Services,Office of Community Affairs Division,F,71852,16
HHS,Department of Health and Human Services,Behavioral Health and Crisis Services Division,F,45424,21
HHS,Department of Health and Human Services,Children Youth and Family Services Division,M,49926,23
HHS,Department of Health and Human Services,Public Health Services Division,F,99852,23
HHS,Department of Health and Human Services,Office of Eligibility and Support Services,F,71852,16
HHS,Department of Health and Human Services,Services to End and Prevent Homelessness Division,F,86669,20
HHS,Department of Health and Human Services,Public Health Services Division,F,77178.5,20
HHS,Department of Health and Human Services,Director's Office Division,F,109761,25
HHS,Department of Health and Human Services,Behavioral Health and Crisis Services Division,F,109761,25
HHS,Department of Health and Human Services,Public Health Services Division,F,109761,25
HHS,Department of Health and Human Services,Children Youth and Family Services Division,F,95470.11,23
HHS,Department of Health and Human Services,Aging & Disability Services Division,F,106964.22,25
HHS,Department of Health and Human Services,Office of Eligibility and Support Services,F,71852,16
HHS,Department of Health and Human Services,Office of Eligibility and Support Services,F,75244.61,20
HHS,Department of Health and Human Services,Behavioral Health and Crisis Services Division,F,71852,16
HHS,Department of Health and Human Services,Child Welfare Services,F,90848,21
HHS,Department of Health and Human Services,Chief Operating Officer Division,F,169470.99,M1
HHS,Department of Health and Human Services,Chief Operating Officer Division,F,71852,16
HHS,Department of Health and Human Services,Chief Operating Officer Division,M,109761,25
HHS,Department of Health and Human Services,Office of Eligibility and Support Services,F,71852,16
HHS,Department of Health and Human Services,Office of Eligibility and Support Services,M,109761,25
HHS,Department of Health and Human Services,Chief Operating Officer Division,F,99852,23
HHS,Department of Health and Human Services,Public Health Services Division,F,143526.93,M3
HHS,Department of Health and Human Services,Chief Operating Officer Division,F,102755.85,25
HHS,Department of Health and Human Services,Child Welfare Services,F,144751,M3
HHS,Department of Health and Human Services,Behavioral Health and Crisis Services Division,F,71852,16
HHS,Department of Health and Human Services,Aging & Disability Services Division,F,69401.47,16
HHS,Department of Health and Human Services,Behavioral Health and Crisis Services Division,F,78902,18
HHS,Department of Health and Human Services,Aging & Disability Services Division,M,167345,M2
HHS,Department of Health and Human Services,Office of Eligibility and Support Services,F,71852,16
HHS,Department of Health and Human Services,Aging & Disability Services Division,F,86669,20
HHS,Department of Health and Human Services,Public Health Services Division,F,78902,18
HHS,Department of Health and Human Services,Children Youth and Family Services Division,F,109761,25
HHS,Department of Health and Human Services,Aging & Disability Services Division,F,71852,16
HHS,Department of Health and Human Services,Chief Operating Officer Division,F,96063.66,25
HHS,Department of Health and Human Services,Office of Eligibility and Support Services,F,86669,20
HHS,Department of Health and Human Services,Public Health Services Division,M,126871.13,M3
HHS,Department of Health and Human Services,Area Health Centers,F,142253.51,M3
HHS,Department of Health and Human Services,Children Youth and Family Services Division,F,84522.04,21
HHS,Department of Health and Human Services,Chief Operating Officer Division,F,99852,23
HHS,Department of Health and Human Services,Chief Operating Officer Division,M,109761,25
HHS,Department of Health and Human Services,Services to End and Prevent Homelessness Division,F,108137.52,25
HHS,Department of Health and Human Services,Chief Operating Officer Division,F,95236,22
HHS,Department of Health and Human Services,Public Health Services Division,F,62488,13
HHS,Department of Health and Human Services,Child Welfare Services,F,71852,16
HHS,Department of Health and Human Services,Children Youth and Family Services Division,F,80702.95,23
HHS,Department of Health and Human Services,Public Health Services Division,F,68136,21
HHS,Department of Health and Human Services,Behavioral Health and Crisis Services Division,F,71852,16
HHS,Department of Health and Human Services,Chief Operating Officer Division,M,109761,25
HHS,Department of Health and Human Services,Aging & Disability Services Division,F,177000,0
HHS,Department of Health and Human Services,Aging & Disability Services Division,M,144751,M3
HHS,Department of Health and Human Services,Aging & Disability Services Division,F,71852,16
HHS,Department of Health and Human Services,Chief Operating Officer Division,F,115099,26
HHS,Department of Health and Human Services,Public Health Services Division,F,71852,16
HHS,Department of Health and Human Services,Director's Office Division,F,90848,21
HHS,Department of Health and Human Services,Office of Eligibility and Support Services,F,62488,13
HHS,Department of Health and Human Services,Chief Operating Officer Division,F,71852,16
HHS,Department of Health and Human Services,Public Health Services Division,F,75290,17
HHS,Department of Health and Human Services,Services to End and Prevent Homelessness Division,F,109761,25
HHS,Department of Health and Human Services,Office of Eligibility and Support Services,F,61176.1,17
HHS,Department of Health and Human Services,Chief Operating Officer Division,M,144751,M3
HHS,Department of Health and Human Services,Aging & Disability Services Division,F,59176.5,18
HHS,Department of Health and Human Services,Aging & Disability Services Division,F,126584,28
HHS,Department of Health and Human Services,Office of Community Affairs Division,F,99852,23
HHS,Department of Health and Human Services,Public Health Services Division,M,71852,16
HHS,Department of Health and Human Services,Services to End and Prevent Homelessness Division,F,115099,26
HHS,Department of Health and Human Services,Public Health Services Division,F,71852,16
HHS,Department of Health and Human Services,Services to End and Prevent Homelessness Division,F,109761,25
HHS,Department of Health and Human Services,Aging & Disability Services Division,F,163148.54,M2
HHS,Department of Health and Human Services,Office of Community Affairs Division,F,99852,23
HHS,Department of Health and Human Services,Office of Eligibility and Support Services,F,90848,21
HHS,Department of Health and Human Services,Chief Operating Officer Division,F,109761,25
HHS,Department of Health and Human Services,Office of Eligibility and Support Services,F,86669,20
HHS,Department of Health and Human Services,Director's Office Division,M,210000,0
HHS,Department of Health and Human Services,Behavioral Health and Crisis Services Division,F,120737.1,M3
HHS,Department of Health and Human Services,Chief Operating Officer Division,F,128587.81,M3
HHS,Department of Health and Human Services,Services to End and Prevent Homelessness Division,F,71852,16
HHS,Department of Health and Human Services,Public Health Services Division,F,71852,16
HHS,Department of Health and Human Services,Behavioral Health and Crisis Services Division,F,78902,18
HHS,Department of Health and Human Services,Public Health Services Division,F,58288.13,13
HHS,Department of Health and Human Services,Office of Eligibility and Support Services,F,70714.74,16
HHS,Department of Health and Human Services,Public Health Services Division,F,167345,M2
HHS,Department of Health and Human Services,Office of Eligibility and Support Services,F,99852,23
HHS,Department of Health and Human Services,Aging & Disability Services Division,F,70798.14,18
HHS,Department of Health and Human Services,Behavioral Health and Crisis Services Division,F,52340,24
HHS,Department of Health and Human Services,Office of Community Affairs Division,F,90848,21
HHS,Department of Health and Human Services,Behavioral Health and Crisis Services Division,F,62488,13
HHS,Department of Health and Human Services,Behavioral Health and Crisis Services Division,F,109761,25
HHS,Department of Health and Human Services,Chief Operating Officer Division,M,125000,M3
HHS,Department of Health and Human Services,STD and HIV Services,M,143913.14,M3
HHS,Department of Health and Human Services,Services to End and Prevent Homelessness Division,F,144751,M3
HHS,Department of Health and Human Services,Office of Eligibility and Support Services,F,131922.41,M3
HHS,Department of Health and Human Services,Services to End and Prevent Homelessness Division,F,78902,18
HHS,Department of Health and Human Services,Aging & Disability Services Division,F,78902,18
HHS,Department of Health and Human Services,Aging & Disability Services Division,F,75672.19,18
HHS,Department of Health and Human Services,Aging & Disability Services Division,F,104680,24
HHS,Department of Health and Human Services,Aging & Disability Services Division,F,90848,21
HHS,Department of Health and Human Services,Home Care Services,M,78902,18
HHS,Department of Health and Human Services,Aging & Disability Services Division,F,78902,18
HHS,Department of Health and Human Services,Aging & Disability Services Division,F,78902,18
HHS,Department of Health and Human Services,Aging & Disability Services Division,F,78902,18
HHS,Department of Health and Human Services,Aging & Disability Services Division,M,115099,26
HHS,Department of Health and Human Services,Aging & Disability Services Division,F,104680,24
HHS,Department of Health and Human Services,Child Welfare Services,F,104680,24
HHS,Department of Health and Human Services,Chief Operating Officer Division,F,135600.46,32
HHS,Department of Health and Human Services,Children Youth and Family Services Division,F,99852,23
HHS,Department of Health and Human Services,Chief Operating Officer Division,M,115099,26
HHS,Department of Health and Human Services,Public Health Services Division,F,72268.64,20
HHS,Department of Health and Human Services,Aging & Disability Services Division,M,90848,21
HHS,Department of Health and Human Services,Public Health Services Division,F,104680,24
HHS,Department of Health and Human Services,Office of Eligibility and Support Services,F,86669,20
HHS,Department of Health and Human Services,Public Health Services Division,F,104680,24
HHS,Department of Health and Human Services,Aging & Disability Services Division,F,104680,24
HHS,Department of Health and Human Services,Aging & Disability Services Division,F,104680,24
HHS,Department of Health and Human Services,Public Health Services Division,F,69604.81,18
HHS,Department of Health and Human Services,Aging & Disability Services Division,F,96098.69,25
HHS,Department of Health and Human Services,Aging & Disability Services Division,F,104680,24
HHS,Department of Health and Human Services,Behavioral Health and Crisis Services Division,M,111101.2,26
HHS,Department of Health and Human Services,Aging & Disability Services Division,F,90848,21
HHS,Department of Health and Human Services,Public Health Services Division,F,78902,18
HHS,Department of Health and Human Services,Aging & Disability Services Division,F,89442.41,21
HHS,Department of Health and Human Services,Public Health Services Division,F,104680,24
HHS,Department of Health and Human Services,Aging & Disability Services Division,F,89442.41,21
HHS,Department of Health and Human Services,Children Youth and Family Services Division,F,57549.5,26
HHS,Department of Health and Human Services,Aging & Disability Services Division,F,104680,24
HHS,Department of Health and Human Services,Behavioral Health and Crisis Services Division,F,109761,25
HHS,Department of Health and Human Services,Behavioral Health and Crisis Services Division,F,104680,24
HHS,Department of Health and Human Services,Behavioral Health and Crisis Services Division,F,49926,23
HHS,Department of Health and Human Services,Public Health Services Division,F,104680,24
HHS,Department of Health and Human Services,Children Youth and Family Services Division,F,140000,M2
HHS,Department of Health and Human Services,Aging & Disability Services Division,F,90848,21
HHS,Department of Health and Human Services,Public Health Services Division,F,99852,23
HHS,Department of Health and Human Services,Aging & Disability Services Division,M,89442.41,21
HHS,Department of Health and Human Services,Behavioral Health and Crisis Services Division,F,104680,24
HHS,Department of Health and Human Services,Aging & Disability Services Division,F,48659.39,23
HHS,Department of Health and Human Services,Office of Eligibility and Support Services,F,62488,13
HHS,Department of Health and Human Services,Public Health Services Division,F,104680,24
HHS,Department of Health and Human Services,Aging & Disability Services Division,F,90848,21
HHS,Department of Health and Human Services,Aging & Disability Services Division,F,89442.41,21
HHS,Department of Health and Human Services,Aging & Disability Services Division,F,90848,21
HHS,Department of Health and Human Services,Public Health Services Division,F,78902,18
HHS,Department of Health and Human Services,Behavioral Health and Crisis Services Division,M,58146.57,16
HHS,Department of Health and Human Services,Aging & Disability Services Division,F,109598.62,25
HHS,Department of Health and Human Services,Public Health Services Division,F,72050.66,18
HHS,Department of Health and Human Services,Children Youth and Family Services Division,F,90848,21
HHS,Department of Health and Human Services,Aging & Disability Services Division,F,104680,24
HHS,Department of Health and Human Services,Aging & Disability Services Division,F,104680,24
HHS,Department of Health and Human Services,Aging & Disability Services Division,F,115099,26
HHS,Department of Health and Human Services,Office of Eligibility and Support Services,F,144751,M3
HHS,Department of Health and Human Services,Aging & Disability Services Division,F,109761,25
HHS,Department of Health and Human Services,Aging & Disability Services Division,F,104680,24
HHS,Department of Health and Human Services,Child Welfare Services,F,115099,26
HHS,Department of Health and Human Services,Aging & Disability Services Division,F,104680,24
HHS,Department of Health and Human Services,Aging & Disability Services Division,M,71852,16
HHS,Department of Health and Human Services,Aging & Disability Services Division,F,104680,24
HHS,Department of Health and Human Services,Behavioral Health and Crisis Services Division,F,111814.38,26
HHS,Department of Health and Human Services,Children Youth and Family Services Division,M,78902,18
HHS,Department of Health and Human Services,Aging & Disability Services Division,F,104680,24
HHS,Department of Health and Human Services,Aging & Disability Services Division,F,104680,24
HHS,Department of Health and Human Services,Aging & Disability Services Division,F,109761,25
HHS,Department of Health and Human Services,Abused Persons Program,F,115099,26
HHS,Department of Health and Human Services,Children Youth and Family Services Division,M,77253.18,23
HHS,Department of Health and Human Services,Public Health Services Division,F,86669,20
HHS,Department of Health and Human Services,Aging & Disability Services Division,F,115099,26
HHS,Department of Health and Human Services,Children Youth and Family Services Division,F,73851.78,23
HHS,Department of Health and Human Services,Public Health Services Division,F,90848,21
HHS,Department of Health and Human Services,Public Health Services Division,M,90848,21
HHS,Department of Health and Human Services,Public Health Services Division,M,78902,18
HHS,Department of Health and Human Services,Aging & Disability Services Division,M,104680,24
HHS,Department of Health and Human Services,Aging & Disability Services Division,F,104680,24
HHS,Department of Health and Human Services,Office of Eligibility and Support Services,F,86512.71,24
HHS,Department of Health and Human Services,Services to End and Prevent Homelessness Division,M,104680,24
HHS,Department of Health and Human Services,Services to End and Prevent Homelessness Division,F,104680,24
HHS,Department of Health and Human Services,Public Health Services Division,F,104680,24
HHS,Department of Health and Human Services,Public Health Services Division,F,104680,24
HHS,Department of Health and Human Services,Public Health Services Division,F,104680,24
HHS,Department of Health and Human Services,Public Health Services Division,F,52340,24
HHS,Department of Health and Human Services,Public Health Services Division,F,104680,24
HHS,Department of Health and Human Services,Public Health Services Division,F,104680,24
HHS,Department of Health and Human Services,Public Health Services Division,F,104680,24
HHS,Department of Health and Human Services,School Health Services,F,104680,24
HHS,Department of Health and Human Services,Public Health Services Division,F,86506.64,24
HHS,Department of Health and Human Services,Public Health Services Division,F,52340,24
HHS,Department of Health and Human Services,Child Welfare Services,F,65863.93,16
HHS,Department of Health and Human Services,Aging & Disability Services Division,F,109761,25
HHS,Department of Health and Human Services,Director's Office Division,F,109761,25
HHS,Department of Health and Human Services,Aging & Disability Services Division,F,115099,26
HHS,Department of Health and Human Services,Office of Eligibility and Support Services,F,80195.76,20
HHS,Department of Health and Human Services,Aging & Disability Services Division,F,104680,24
HHS,Department of Health and Human Services,Services to End and Prevent Homelessness Division,F,89575.87,23
HHS,Department of Health and Human Services,Aging & Disability Services Division,F,104680,24
HHS,Department of Health and Human Services,Behavioral Health and Crisis Services Division,F,92092.99,24
HHS,Department of Health and Human Services,Office of Community Affairs Division,F,162451.76,M2
HHS,Department of Health and Human Services,Aging & Disability Services Division,F,86669,20
HHS,Department of Health and Human Services,Aging & Disability Services Division,F,86669,20
HHS,Department of Health and Human Services,Child Welfare Services,F,82985.24,23
HHS,Department of Health and Human Services,Child Welfare Services,F,99852,23
HHS,Department of Health and Human Services,Child Welfare Services,F,99852,23
HHS,Department of Health and Human Services,Child Welfare Services,F,104680,24
HHS,Department of Health and Human Services,Services to End and Prevent Homelessness Division,F,104680,24
HHS,Department of Health and Human Services,Child Welfare Services,F,105993.76,26
HHS,Department of Health and Human Services,Child Welfare Services,F,99852,23
HHS,Department of Health and Human Services,Child Welfare Services,F,97287.35,26
HHS,Department of Health and Human Services,Child Welfare Services,F,115099,26
HHS,Department of Health and Human Services,Child Welfare Services,F,104680,24
HHS,Department of Health and Human Services,Services to End and Prevent Homelessness Division,M,90186.4,24
HHS,Department of Health and Human Services,Child Welfare Services,F,44374.38,13
HHS,Department of Health and Human Services,Child Welfare Services,F,71852,16
HHS,Department of Health and Human Services,Child Welfare Services,F,93755.84,26
HHS,Department of Health and Human Services,Child Welfare Services,F,99852,23
HHS,Department of Health and Human Services,Child Welfare Services,F,114458.81,26
HHS,Department of Health and Human Services,Child Welfare Services,F,44868.59,24
HHS,Department of Health and Human Services,Behavioral Health and Crisis Services Division,F,41249.78,24
HHS,Department of Health and Human Services,Child Welfare Services,F,104680,24
HHS,Department of Health and Human Services,Child Welfare Services,F,89127.22,23
HHS,Department of Health and Human Services,Aging & Disability Services Division,M,104680,24
HHS,Department of Health and Human Services,Child Welfare Services,F,82084.38,24
HHS,Department of Health and Human Services,Child Welfare Services,F,115099,26
HHS,Department of Health and Human Services,Office of Eligibility and Support Services,F,69021.86,20
HHS,Department of Health and Human Services,Aging & Disability Services Division,F,104680,24
HHS,Department of Health and Human Services,Office of Eligibility and Support Services,M,85770.2,20
HHS,Department of Health and Human Services,Aging & Disability Services Division,F,112441.08,28
HHS,Department of Health and Human Services,Behavioral Health and Crisis Services Division,F,115099,26
HHS,Department of Health and Human Services,Office of Eligibility and Support Services,F,62488,13
HHS,Department of Health and Human Services,Behavioral Health and Crisis Services Division,M,223953,MD4
HHS,Department of Health and Human Services,Office of Eligibility and Support Services,F,104680,24
HHS,Department of Health and Human Services,Office of Eligibility and Support Services,F,102754.59,24
HHS,Department of Health and Human Services,Behavioral Health and Crisis Services Division,F,78902,18
HHS,Department of Health and Human Services,Behavioral Health and Crisis Services Division,F,139842.06,M3
HHS,Department of Health and Human Services,Aging & Disability Services Division,M,102106.34,24
HHS,Department of Health and Human Services,Behavioral Health and Crisis Services Division,F,104680,24
HHS,Department of Health and Human Services,Behavioral Health and Crisis Services Division,F,104680,24
HHS,Department of Health and Human Services,Behavioral Health and Crisis Services Division,M,109761,25
HHS,Department of Health and Human Services,Behavioral Health and Crisis Services Division,M,111976.5,MD4
HHS,Department of Health and Human Services,School Health Services,F,136764.34,M3
HHS,Department of Health and Human Services,Behavioral Health and Crisis Services Division,F,109761,25
HHS,Department of Health and Human Services,School Health Services,F,50226.98,15
HHS,Department of Health and Human Services,Services to End and Prevent Homelessness Division,F,85250.7,24
HHS,Department of Health and Human Services,Behavioral Health and Crisis Services Division,F,115099,26
HHS,Department of Health and Human Services,Public Health Services Division,F,104680,24
HHS,Department of Health and Human Services,School Health Services,M,62488,13
HHS,Department of Health and Human Services,Aging & Disability Services Division,F,104680,24
HHS,Department of Health and Human Services,Behavioral Health and Crisis Services Division,M,104680,24
HHS,Department of Health and Human Services,Office of Eligibility and Support Services,F,77358.19,20
HHS,Department of Health and Human Services,Office of Eligibility and Support Services,F,86669,20
HHS,Department of Health and Human Services,Behavioral Health and Crisis Services Division,F,104680,24
HHS,Department of Health and Human Services,Behavioral Health and Crisis Services Division,F,78902,18
HHS,Department of Health and Human Services,Office of Eligibility and Support Services,M,86669,20
HHS,Department of Health and Human Services,Behavioral Health and Crisis Services Division,F,52340,24
HHS,Department of Health and Human Services,Public Health Services Division,F,104680,24
HHS,Department of Health and Human Services,Office of Eligibility and Support Services,F,95236,22
HHS,Department of Health and Human Services,School Health Services,F,58791.45,15
HHS,Department of Health and Human Services,School Health Services,F,167345,M2
HHS,Department of Health and Human Services,School Health Services,F,60003.13,15
HHS,Department of Health and Human Services,Office of Eligibility and Support Services,F,81466.55,22
HHS,Department of Health and Human Services,Office of Eligibility and Support Services,M,86669,20
HHS,Department of Health and Human Services,Office of Eligibility and Support Services,F,95236,22
HHS,Department of Health and Human Services,Disease Control,F,144751,M3
HHS,Department of Health and Human Services,School Health Services,F,142282.21,M3
HHS,Department of Health and Human Services,School Health Services,F,60003.13,15
HHS,Department of Health and Human Services,Public Health Services Division,F,69214,16
HHS,Department of Health and Human Services,Public Health Services Division,F,104680,24
HHS,Department of Health and Human Services,Public Health Services Division,F,144751,M3
HHS,Department of Health and Human Services,Office of Eligibility and Support Services,M,86669,20
HHS,Department of Health and Human Services,Aging & Disability Services Division,F,99852,23
HHS,Department of Health and Human Services,Services to End and Prevent Homelessness Division,F,94970.44,24
HHS,Department of Health and Human Services,School Health Services,F,53805.58,15
HHS,Department of Health and Human Services,Child Welfare Services,F,115099,26
HHS,Department of Health and Human Services,Office of Eligibility and Support Services,M,121023.47,M3
HHS,Department of Health and Human Services,School Health Services,F,104680,24
HHS,Department of Health and Human Services,School Health Services,F,60003.13,15
HHS,Department of Health and Human Services,School Health Services,F,59657.53,15
HHS,Department of Health and Human Services,Office of Eligibility and Support Services,F,86669,20
HHS,Department of Health and Human Services,Behavioral Health and Crisis Services Division,F,94851.56,24
HHS,Department of Health and Human Services,Behavioral Health and Crisis Services Division,F,86669,20
HHS,Department of Health and Human Services,School Health Services,F,53805.58,15
HHS,Department of Health and Human Services,Office of Eligibility and Support Services,F,86669,20
HHS,Department of Health and Human Services,Child Welfare Services,F,87358.34,24
HHS,Department of Health and Human Services,School Health Services,F,55461.1,13
HHS,Department of Health and Human Services,Public Health Services Division,F,55461.12,15
HHS,Department of Health and Human Services,Child Welfare Services,F,49926,23
HHS,Department of Health and Human Services,Office of Eligibility and Support Services,F,104680,24
HHS,Department of Health and Human Services,Public Health Services Division,F,104680,24
HHS,Department of Health and Human Services,Behavioral Health and Crisis Services Division,F,144751,M3
HHS,Department of Health and Human Services,Child Welfare Services,F,101923.95,26
HHS,Department of Health and Human Services,Services to End and Prevent Homelessness Division,F,78902,18
HHS,Department of Health and Human Services,Public Health Services Division,F,104680,24
HHS,Department of Health and Human Services,Services to End and Prevent Homelessness Division,F,99852,23
HHS,Department of Health and Human Services,School Health Services,F,104680,24
HHS,Department of Health and Human Services,Behavioral Health and Crisis Services Division,F,53697.05,13
HHS,Department of Health and Human Services,Child Welfare Services,F,91688.38,26
HHS,Department of Health and Human Services,Children Youth and Family Services Division,M,94027.79,23
HHS,Department of Health and Human Services,School Health Services,F,104680,24
HHS,Department of Health and Human Services,Chief Operating Officer Division,F,109761,25
HHS,Department of Health and Human Services,Behavioral Health and Crisis Services Division,F,104680,24
HHS,Department of Health and Human Services,Public Health Services Division,M,75290,17
HHS,Department of Health and Human Services,Behavioral Health and Crisis Services Division,F,104680,24
HHS,Department of Health and Human Services,Adult Protective and Case Management Services,F,104680,24
HHS,Department of Health and Human Services,School Health Services,F,57639.8,15
HHS,Department of Health and Human Services,Behavioral Health and Crisis Services Division,M,104680,24
HHS,Department of Health and Human Services,Child Welfare Services,F,99852,23
HHS,Department of Health and Human Services,School Health Services,F,46886.38,15
HHS,Department of Health and Human Services,Office of Eligibility and Support Services,F,95236,22
HHS,Department of Health and Human Services,Services to End and Prevent Homelessness Division,F,78902,18
HHS,Department of Health and Human Services,School Health Services,F,60003.13,15
HHS,Department of Health and Human Services,School Health Services,F,109761,25
HHS,Department of Health and Human Services,Children Youth and Family Services Division,F,86884.4,24
HHS,Department of Health and Human Services,Child Welfare Services,F,88897.53,23
HHS,Department of Health and Human Services,Services to End and Prevent Homelessness Division,F,59911.2,23
HHS,Department of Health and Human Services,Disease Control,F,71852,16
HHS,Department of Health and Human Services,Office of Eligibility and Support Services,F,77358.2,20
HHS,Department of Health and Human Services,Aging & Disability Services Division,F,55578.22,13
HHS,Department of Health and Human Services,Office of Eligibility and Support Services,M,86669,20
HHS,Department of Health and Human Services,School Health Services,F,68136,21
HHS,Department of Health and Human Services,School Health Services,F,53809.47,15
HHS,Department of Health and Human Services,School Health Services,F,51985,15
HHS,Department of Health and Human Services,Public Health Services Division,M,104680,24
HHS,Department of Health and Human Services,Public Health Services Division,M,104680,24
HHS,Department of Health and Human Services,Office of Eligibility and Support Services,F,86669,20
HHS,Department of Health and Human Services,Income Supports,M,86669,20
HHS,Department of Health and Human Services,School Health Services,F,104680,24
HHS,Department of Health and Human Services,Behavioral Health and Crisis Services Division,M,104680,24
HHS,Department of Health and Human Services,School Health Services,F,104680,24
HHS,Department of Health and Human Services,School Health Services,F,55692.8,15
HHS,Department of Health and Human Services,Office of Eligibility and Support Services,M,86669,20
HHS,Department of Health and Human Services,Child Welfare Services,F,78902,18
HHS,Department of Health and Human Services,Public Health Services Division,F,109761,25
HHS,Department of Health and Human Services,Office of Eligibility and Support Services,F,104680,24
HHS,Department of Health and Human Services,Office of Eligibility and Support Services,F,86669,20
HHS,Department of Health and Human Services,School Health Services,F,137114.56,M3
HHS,Department of Health and Human Services,School Health Services,F,48529.52,15
HHS,Department of Health and Human Services,Child Welfare Services,M,62488,13
HHS,Department of Health and Human Services,Children Youth and Family Services Division,M,78902,18
HHS,Department of Health and Human Services,School Health Services,F,48528.47,15
HHS,Department of Health and Human Services,School Health Services,F,55692.8,15
HHS,Department of Health and Human Services,Behavioral Health and Crisis Services Division,F,115099,26
HHS,Department of Health and Human Services,Public Health Services Division,F,90848,21
HHS,Department of Health and Human Services,Behavioral Health and Crisis Services Division,F,82348.03,18
HHS,Department of Health and Human Services,Child Welfare Services,F,62488,13
HHS,Department of Health and Human Services,School Health Services,F,104680,24
HHS,Department of Health and Human Services,Child Welfare Services,F,78902,18
HHS,Department of Health and Human Services,School Health Services,F,104680,24
HHS,Department of Health and Human Services,Aging & Disability Services Division,F,104680,24
HHS,Department of Health and Human Services,Office of Eligibility and Support Services,F,100299.25,24
HHS,Department of Health and Human Services,Services to End and Prevent Homelessness Division,F,115099,26
HHS,Department of Health and Human Services,School Health Services,F,104680,24
HHS,Department of Health and Human Services,Aging & Disability Services Division,M,104680,24
HHS,Department of Health and Human Services,Behavioral Health and Crisis Services Division,F,104680,24
HHS,Department of Health and Human Services,Child Welfare Services,F,87134.5,24
HHS,Department of Health and Human Services,Office of Eligibility and Support Services,F,86669,20
HHS,Department of Health and Human Services,Public Health Services Division,F,104680,24
HHS,Department of Health and Human Services,School Health Services,F,57641.43,15
HHS,Department of Health and Human Services,Behavioral Health and Crisis Services Division,F,114658.68,M3
HHS,Department of Health and Human Services,Office of Eligibility and Support Services,F,86669,20
HHS,Department of Health and Human Services,School Health Services,F,104680,24
HHS,Department of Health and Human Services,Child Welfare Services,F,90002.53,23
LIB,Department of Public Libraries,Wheaton Library,F,22834.01,12
HHS,Department of Health and Human Services,Children Youth and Family Services Division,F,132759,29
HHS,Department of Health and Human Services,Behavioral Health and Crisis Services Division,F,86669,20
HHS,Department of Health and Human Services,Behavioral Health and Crisis Services Division,F,49768.01,24
HHS,Department of Health and Human Services,Aging & Disability Services Division,F,71852,16
HHS,Department of Health and Human Services,Behavioral Health and Crisis Services Division,F,86669,20
HHS,Department of Health and Human Services,School Health Services,F,55692.8,15
HHS,Department of Health and Human Services,Aging & Disability Services Division,F,104680,24
HHS,Department of Health and Human Services,Public Health Services Division,M,104680,24
